Organism	Genome Source	Genome Version/Assembly ID	Is Reference Strain	Contigs	Supercontigs	Chromosomes	Species	Strain	VEuPathDB Project	taxId	asmId	genBank	refSeq	identical	sciName	comName	ucscBrowser
Puccinia striiformis 93TX-2	INSDC	GCA_002920205.1	no	0	561	0	Puccinia striiformis	93TX-2	FungiDB	27350.0	GCA_002920205.1_ASM292020v1	GCA_002920205.1		False	Puccinia striiformis	rust P.striiformis (93TX-2 2018)	https://genome.ucsc.edu/h/GCA_002920205.1
Paecilomyces variotii CBS 101075	INSDC	GCF_004022145.1	yes	0	86	0	Paecilomyces variotii	CBS 101075	FungiDB	264951.0	GCF_004022145.1_Paevar1	GCA_004022145.1	GCF_004022145.1	True	Paecilomyces variotii	ascomycetes B.spectabilis	https://genome.ucsc.edu/h/GCF_004022145.1
Plasmodium vinckei vinckei CY	INSDC	GCA_900681995.1	yes	0	0	14	Plasmodium vinckei	vinckei CY	PlasmoDB	54757.0	GCF_900681995.1_PVVCY_v1	GCA_900681995.1	GCF_900681995.1	True	Plasmodium vinckei vinckei	apicomplexans P.vinckei vinckei (2019)	https://genome.ucsc.edu/h/GCF_900681995.1
Plasmodium vinckei vinckei strain vinckei	GenBank	GCA_000709005.1	no	0	49	0	Plasmodium vinckei	vinckei strain vinckei	PlasmoDB	54757.0	GCF_000709005.1_Plas_vinc_vinckei_V1	GCA_000709005.1	GCF_000709005.1	True	Plasmodium vinckei vinckei	apicomplexans P.vinckei (vinckei 2014)	https://genome.ucsc.edu/h/GCF_000709005.1
Pneumocystis wakefieldiae 2A	INSDC	GCA_017301755.1	yes	0	0	17	Pneumocystis wakefieldiae	2A	FungiDB	38082.0	GCA_017301755.1_ASM1730175v1	GCA_017301755.1		False	Pneumocystis wakefieldiae	ascomycetes P.wakefieldiae (2A 2021)	https://genome.ucsc.edu/h/GCA_017301755.1
Plasmodium yoelii yoelii 17X	GenBank	GCA_900002385.2	yes	0	0	14	Plasmodium yoelii	yoelii 17X	PlasmoDB	5861.0	GCF_900002385.2_GCA_900002385	GCA_900002385.2	GCF_900002385.2	False	Plasmodium yoelii	apicomplexans P.yoelii (17X 2019)	https://genome.ucsc.edu/h/GCF_900002385.2
Rhipicephalus annulatus KleinGrass	INSDC	GCA_013436015.1	yes	0	16339	0	Rhipicephalus annulatus	KleinGrass	VectorBase	34611.0	GCA_013436015.1_TxGen_Rann	GCA_013436015.1		False	Rhipicephalus annulatus	mite/tick R.annulatus (Klein Grass 2020)	https://genome.ucsc.edu/h/GCA_013436015.1
Rhizophagus irregularis A1 (DAOM-664342)	GenBank	GCA_001593125.1	no	11196	0	0	Rhizophagus irregularis	A1 (DAOM-664342)	FungiDB	588596.0	GCA_001593125.1_ASM159312v1	GCA_001593125.1		False	Rhizophagus irregularis	glomeromycetes (A1 2016)	https://genome.ucsc.edu/h/GCA_001593125.1
Rhizophagus irregularis C2	INSDC	GCA_020716745.1	no	0	0	33	Rhizophagus irregularis	C2	FungiDB	588596.0	GCA_020716745.1_ASM2071674v1	GCA_020716745.1		False	Rhizophagus irregularis	glomeromycetes (C2 2021)	https://genome.ucsc.edu/h/GCA_020716745.1
Raffaelea lauricola RL4	INSDC	GCA_014183025.1	yes	0	169	0	Raffaelea lauricola	RL4	FungiDB	483707.0	GCA_014183025.1_ASM1418302v1	GCA_014183025.1		False	Harringtonia lauricola	ascomycetes H.lauricola (RL4 2020)	https://genome.ucsc.edu/h/GCA_014183025.1
Rickenella mellea Ricmel1	INSDC	GCA_004355085.1	yes	0	848	0	Rickenella mellea	Ricmel1	FungiDB	50990.0	GCA_004355085.1_Ricmel1	GCA_004355085.1		False	Rickenella mellea	basidiomycetes R.mellea (SZMC22713 2019)	https://genome.ucsc.edu/h/GCA_004355085.1
Rhizopus microsporus var. microsporus ATCC 52814	INSDC	GCA_002083745.1	yes	0	560	0	Rhizopus microsporus	var. microsporus ATCC 52814	FungiDB	86635.0	GCA_002083745.1_Rhimi_ATCC52814_1	GCA_002083745.1		False	Rhizopus microsporus var. microsporus	fungi R.microsporus var. microsporus (ATCC 52814 2017)	https://genome.ucsc.edu/h/GCA_002083745.1
Rattus norvegicus BN/NHsdMcwi	INSDC	GCA_015227675.2	yes	0	153	22	Rattus norvegicus	BN/NHsdMcwi	HostDB	10116.0	GCF_015227675.2_mRatBN7.2	GCA_015227675.2	GCF_015227675.2	True	Rattus norvegicus	Norway rat BN7.2	https://genome.ucsc.edu/h/GCF_015227675.2
Rhodnius prolixus CDC	INSDC	GCA_000181055.3	yes	0	16537	0	Rhodnius prolixus	CDC	VectorBase	13249.0	GCA_000181055.3_Rhodnius_prolixus-3.0.3	GCA_000181055.3		False	Rhodnius prolixus	bugs R.prolixus (2015)	https://genome.ucsc.edu/h/GCA_000181055.3
Rhipicephalus sanguineus Rsan-2018	INSDC	GCF_013339695.2	yes	0	2316	11	Rhipicephalus sanguineus	Rsan-2018	VectorBase	34632.0	GCF_013339695.2_BIME_Rsan_1.4	GCA_013339695.2	GCF_013339695.2	False	Rhipicephalus sanguineus	brown dog tick (v1.4 Rsan-2018 2022)	https://genome.ucsc.edu/h/GCF_013339695.2
Scedosporium apiospermum IHEM 14462	GenBank	GCA_000732125.1	yes	176	0	0	Scedosporium apiospermum	IHEM 14462	FungiDB	563466.0	GCF_000732125.1_ScApio1.0	GCA_000732125.1	GCF_000732125.1	True	Scedosporium apiospermum	ascomycetes S.apiospermum	https://genome.ucsc.edu/h/GCF_000732125.1
Stomoxys calcitrans USDA	INSDC	GCA_001015335.1	yes	0	12042	0	Stomoxys calcitrans	USDA	VectorBase	35570.0	GCF_001015335.1_Stomoxys_calcitrans-1.0.1	GCA_001015335.1	GCF_001015335.1	True	Stomoxys calcitrans	stable fly (8C7A2A5H3J4 2015 rewfseq)	https://genome.ucsc.edu/h/GCF_001015335.1
Sabethes cyaneus ScyaPA1	INSDC	GCF_943734655.1	yes	0	5	3	Sabethes cyaneus	ScyaPA1	VectorBase	53552.0	GCF_943734655.1_idSabCyanKW18_F2	GCA_943734655.2	GCF_943734655.1	False	Sabethes cyaneus	mosquito S.cyaneus (primary hap 2022)	https://genome.ucsc.edu/h/GCF_943734655.1
Synchytrium endobioticum MB42	INSDC	GCA_006535955.1	yes	0	786	0	Synchytrium endobioticum	MB42	FungiDB	286115.0	GCA_006535955.1_ASM653595v1	GCA_006535955.1		False	Synchytrium endobioticum	chytrids & allies (MB42 2019)	https://genome.ucsc.edu/h/GCA_006535955.1
Saccharomycodes ludwigii UTAD17	INSDC	GCA_900491785.1	yes	0	1360	0	Saccharomycodes ludwigii	UTAD17	FungiDB	36035.0	GCA_900491785.1_S_ludwigii_v1	GCA_900491785.1		False	Saccharomycodes ludwigii	budding yeast S.ludwigii (UTAD17 2018)	https://genome.ucsc.edu/h/GCA_900491785.1
Saccharomyces paradoxus CBS432	INSDC	GCA_002079055.1	yes	0	0	16	Saccharomyces paradoxus	CBS432	FungiDB	27291.0	GCF_002079055.1_ASM207905v1	GCA_002079055.1	GCF_002079055.1	False	Saccharomyces paradoxus	budding yeast S.paradoxus	https://genome.ucsc.edu/h/GCF_002079055.1
Sarcoptes scabiei Arlian	INSDC	GCA_000828355.1	yes	0	18859	0	Sarcoptes scabiei	Arlian	VectorBase	52283.0	GCA_000828355.1_SarSca1.0	GCA_000828355.1		False	Sarcoptes scabiei	mite/tick S.scabiei (Arlian Lab 2015)	https://genome.ucsc.edu/h/GCA_000828355.1
Trichoderma atroviride strain JCM 9410	INSDC	GCA_001599035.1	yes	0	23	0	Trichoderma atroviride	strain JCM 9410	FungiDB	63577.0	GCA_001599035.1_JCM_9410_assembly_v001	GCA_001599035.1		False	Trichoderma atroviride	ascomycetes T.atroviride (JCM 9410 2016)	https://genome.ucsc.edu/h/GCA_001599035.1
Trypanosoma brucei EATRO1125	INSDC	GCA_019096175.1	no	685	0	11	Trypanosoma brucei	EATRO1125	TriTrypDB	5691.0	GCA_019096175.1_IZB_EATRO1125_Draft_genome_1.0	GCA_019096175.1		False	Trypanosoma brucei	Trypanosoma brucei (EATRO1125 2021)	https://genome.ucsc.edu/h/GCA_019096175.1
Trypanosoma brucei Lister strain 427 2018	GenBank	GCA_900497135.1	no	272	0	44	Trypanosoma brucei	Lister strain 427 2018	TriTrypDB	5702.0	GCA_900497135.1_HGAP3_Tb427v9	GCA_900497135.1		False	Trypanosoma brucei brucei	Trypanosoma brucei brucei (2018)	https://genome.ucsc.edu/h/GCA_900497135.1
Trichomonascus ciferrii CBS 4856	INSDC	GCA_008704605.1	yes	0	583	0	Trichomonascus ciferrii	CBS 4856	FungiDB	44093.0	GCA_008704605.1_ASM870460v1	GCA_008704605.1		False	Trichomonascus ciferrii	budding yeast T.ciferrii (CBS 4856 2019)	https://genome.ucsc.edu/h/GCA_008704605.1
Trypanosoma congolense IL3000 2019	GenBank	GCA_003013265.1	no	364	0	11	Trypanosoma congolense	IL3000 2019	TriTrypDB	1068625.0	GCA_003013265.1_ASM301326v1	GCA_003013265.1		False	Trypanosoma congolense IL3000	Trypanosoma congolense (IL3000 2018 kinetoplastids)	https://genome.ucsc.edu/h/GCA_003013265.1
Thelohania contejeani T1	INSDC	GCA_014805555.1	yes	0	1391	0	Thelohania contejeani	T1	MicrosporidiaDB	164912.0	GCA_014805555.1_ASM1480555v1	GCA_014805555.1		False	Astathelohania contejeani	microsporidians A.contejeani (T1 2020)	https://genome.ucsc.edu/h/GCA_014805555.1
Trypanosoma congolense Tc1/148	INSDC	GCA_002287245.1	no	0	536	0	Trypanosoma congolense	Tc1/148	TriTrypDB	5692.0	GCA_002287245.1_ASM228724v1	GCA_002287245.1		False	Trypanosoma congolense	Trypanosoma congolense (Tc1/148 2017)	https://genome.ucsc.edu/h/GCA_002287245.1
Trypanosoma cruzi strain 231	GenBank	GCA_900252365.1	no	8469	0	0	Trypanosoma cruzi	strain 231	TriTrypDB	5693.0	GCA_900252365.1_TcIII_231rod	GCA_900252365.1		False	Trypanosoma cruzi	Trypanosoma cruzi (231 2018)	https://genome.ucsc.edu/h/GCA_900252365.1
Trypanosoma cruzi Berenice	INSDC	GCA_013358655.1	no	0	923	0	Trypanosoma cruzi	Berenice	TriTrypDB	5693.0	GCA_013358655.1_ASM1335865v1	GCA_013358655.1		False	Trypanosoma cruzi	Trypanosoma cruzi (Berenice 2020)	https://genome.ucsc.edu/h/GCA_013358655.1
Trypanosoma cruzi Brazil A4	GenBank	GCA_015033625.1	no	359	0	43	Trypanosoma cruzi	Brazil A4	TriTrypDB	5693.0	GCA_015033625.1_ASM1503362v1	GCA_015033625.1		False	Trypanosoma cruzi	Trypanosoma cruzi (Brazil clone A4 2020)	https://genome.ucsc.edu/h/GCA_015033625.1
Trypanosoma cruzi Bug2148	GenBank	GCA_002749415.1	no	929	0	0	Trypanosoma cruzi	Bug2148	TriTrypDB	5693.0	GCA_002749415.1_ASM274941v1	GCA_002749415.1		False	Trypanosoma cruzi	Trypanosoma cruzi (Bug2148 2017)	https://genome.ucsc.edu/h/GCA_002749415.1
Trypanosoma cruzi strain CL	INSDC	GCA_003719155.1	no	0	7764	0	Trypanosoma cruzi	strain CL	TriTrypDB	5693.0	GCA_003719155.1_ASM371915v1	GCA_003719155.1		False	Trypanosoma cruzi	Trypanosoma cruzi (CL 2018)	https://genome.ucsc.edu/h/GCA_003719155.1
Trypanosoma cruzi CL Brener Esmeraldo-like	GenBank	GCA_000209065.1	yes	0	0	41	Trypanosoma cruzi	CL Brener Esmeraldo-like	TriTrypDB	5693.0	GCF_000209065.1_ASM20906v1	GCA_000209065.1	GCF_000209065.1	True	Trypanosoma cruzi	Trypanosoma cruzi (CL Brener 2005 kinetoplastids)	https://genome.ucsc.edu/h/GCF_000209065.1
Trypanosoma cruzi CL Brener Non-Esmeraldo-like	GenBank	GCA_000209065.1	no	0	0	41	Trypanosoma cruzi	CL Brener Non-Esmeraldo-like	TriTrypDB	5693.0	GCF_000209065.1_ASM20906v1	GCA_000209065.1	GCF_000209065.1	True	Trypanosoma cruzi	Trypanosoma cruzi (CL Brener 2005 kinetoplastids)	https://genome.ucsc.edu/h/GCF_000209065.1
Trypanosoma cruzi Dm28c 2017	GenBank	GCA_002219105.2	no	0	1029	0	Trypanosoma cruzi	Dm28c 2017	TriTrypDB	85057.0	GCA_002219105.2_TcruziDm28cPB1	GCA_002219105.2		False	Trypanosoma cruzi cruzi	Trypanosoma cruzi cruzi (Dm28c 2017)	https://genome.ucsc.edu/h/GCA_002219105.2
Trypanosoma cruzi Dm28c 2018	GenBank	GCA_003177105.1	no	636	0	0	Trypanosoma cruzi	Dm28c 2018	TriTrypDB	5693.0	GCA_003177105.1_ASM317710v1	GCA_003177105.1		False	Trypanosoma cruzi	Trypanosoma cruzi (Dm28c 2018)	https://genome.ucsc.edu/h/GCA_003177105.1
Trypanosoma cruzi strain G	INSDC	GCA_003719455.1	no	0	1450	0	Trypanosoma cruzi	strain G	TriTrypDB	5693.0	GCA_003719455.1_ASM371945v1	GCA_003719455.1		False	Trypanosoma cruzi	Trypanosoma cruzi (G 2018)	https://genome.ucsc.edu/h/GCA_003719455.1
Trypanosoma cruzi strain S11	INSDC	GCA_003594385.1	no	0	7855	0	Trypanosoma cruzi	strain S11	TriTrypDB	5693.0	GCA_003594385.1_ASM359438v1	GCA_003594385.1		False	Trypanosoma cruzi	Trypanosoma cruzi (S11 2018)	https://genome.ucsc.edu/h/GCA_003594385.1
Trypanosoma cruzi strain S15	INSDC	GCA_003594585.1	no	0	9197	0	Trypanosoma cruzi	strain S15	TriTrypDB	5693.0	GCA_003594585.1_ASM359458v1	GCA_003594585.1		False	Trypanosoma cruzi	Trypanosoma cruzi (S15 2018)	https://genome.ucsc.edu/h/GCA_003594585.1
Trypanosoma cruzi strain S154a	INSDC	GCA_003594715.1	no	0	6946	0	Trypanosoma cruzi	strain S154a	TriTrypDB	5693.0	GCA_003594715.1_ASM359471v1	GCA_003594715.1		False	Trypanosoma cruzi	Trypanosoma cruzi (S154a 2018)	https://genome.ucsc.edu/h/GCA_003594715.1
Trypanosoma cruzi strain S162a	INSDC	GCA_003594605.1	no	0	8588	0	Trypanosoma cruzi	strain S162a	TriTrypDB	5693.0	GCA_003594605.1_ASM359460v1	GCA_003594605.1		False	Trypanosoma cruzi	Trypanosoma cruzi (S162a 2018)	https://genome.ucsc.edu/h/GCA_003594605.1
Trypanosoma cruzi strain S23b	INSDC	GCA_003594425.1	no	0	7145	0	Trypanosoma cruzi	strain S23b	TriTrypDB	5693.0	GCA_003594425.1_ASM359442v1	GCA_003594425.1		False	Trypanosoma cruzi	Trypanosoma cruzi (S23b 2018)	https://genome.ucsc.edu/h/GCA_003594425.1
Trypanosoma cruzi strain S44a	INSDC	GCA_003594705.1	no	0	4971	0	Trypanosoma cruzi	strain S44a	TriTrypDB	5693.0	GCA_003594705.1_ASM359470v1	GCA_003594705.1		False	Trypanosoma cruzi	Trypanosoma cruzi (S44a 2018)	https://genome.ucsc.edu/h/GCA_003594705.1
Trypanosoma cruzi strain S92a	INSDC	GCA_003594445.1	no	0	7134	0	Trypanosoma cruzi	strain S92a	TriTrypDB	5693.0	GCA_003594445.1_ASM359444v1	GCA_003594445.1		False	Trypanosoma cruzi	Trypanosoma cruzi (S92a 2018)	https://genome.ucsc.edu/h/GCA_003594445.1
Trypanosoma cruzi Sylvio X10/1-2012	GenBank	GCA_000188675.2	no	27019	0	0	Trypanosoma cruzi	Sylvio X10/1-2012	TriTrypDB	5693.0	GCA_000188675.2_Tc_SX10_v2.0	GCA_000188675.2		False	Trypanosoma cruzi	Trypanosoma cruzi (Sylvio X10/1 2012)	https://genome.ucsc.edu/h/GCA_000188675.2
Trypanosoma cruzi TCC	GenBank	GCA_003177095.1	no	1236	0	0	Trypanosoma cruzi	TCC	TriTrypDB	5693.0	GCA_003177095.1_TCC_diploid_1.0	GCA_003177095.1		False	Trypanosoma cruzi	Trypanosoma cruzi (TCC 2018)	https://genome.ucsc.edu/h/GCA_003177095.1
Trypanosoma cruzi strain Y	GenBank	GCA_002749425.1	no	9821	0	0	Trypanosoma cruzi	strain Y	TriTrypDB	5693.0	GCA_002749425.1_ASM274942v1	GCA_002749425.1		False	Trypanosoma cruzi	Trypanosoma cruzi (Y 2017)	https://genome.ucsc.edu/h/GCA_002749425.1
Trypanosoma cruzi Y C6	GenBank	GCA_015033655.1	no	226	0	40	Trypanosoma cruzi	Y C6	TriTrypDB	5693.0	GCA_015033655.1_ASM1503365v1	GCA_015033655.1		False	Trypanosoma cruzi	Trypanosoma cruzi (Y clone C6 2020)	https://genome.ucsc.edu/h/GCA_015033655.1
Trypanosoma cruzi strain Ycl2	INSDC	GCA_003594485.1	no	0	6884	0	Trypanosoma cruzi	strain Ycl2	TriTrypDB	5693.0	GCA_003594485.1_ASM359448v1	GCA_003594485.1		False	Trypanosoma cruzi	Trypanosoma cruzi (Ycl2 2018)	https://genome.ucsc.edu/h/GCA_003594485.1
Trypanosoma cruzi strain Ycl4	INSDC	GCA_003594405.1	no	0	6664	0	Trypanosoma cruzi	strain Ycl4	TriTrypDB	5693.0	GCA_003594405.1_ASM359440v1	GCA_003594405.1		False	Trypanosoma cruzi	Trypanosoma cruzi (Ycl4 2018)	https://genome.ucsc.edu/h/GCA_003594405.1
Trypanosoma cruzi strain Ycl6	INSDC	GCA_003594465.1	no	0	6967	0	Trypanosoma cruzi	strain Ycl6	TriTrypDB	5693.0	GCA_003594465.1_ASM359446v1	GCA_003594465.1		False	Trypanosoma cruzi	Trypanosoma cruzi (Ycl6 2018)	https://genome.ucsc.edu/h/GCA_003594465.1
Trypanosoma cruzi marinkellei strain B7	GenBank	GCA_000300495.1	no	0	16783	0	Trypanosoma cruzi	marinkellei strain B7	TriTrypDB	85056.0	GCA_000300495.1_ASM30049v1	GCA_000300495.1		False	Trypanosoma cruzi marinkellei	Trypanosoma cruzi marinkellei (B7 2012)	https://genome.ucsc.edu/h/GCA_000300495.1
Trypanosoma equiperdum OVI	INSDC	GCA_001457755.2	yes	0	2026	0	Trypanosoma equiperdum	OVI	TriTrypDB	5694.0	GCF_001457755.1_Trypanosoma_equiperdum_OVI_V2	GCA_001457755.2	GCF_001457755.1	True	Trypanosoma equiperdum	Trypanosoma equiperdum (OVI 2016)	https://genome.ucsc.edu/h/GCF_001457755.1
Trypanosoma evansi strain STIB 805	GenBank	GCA_917563935.1	yes	0	0	13	Trypanosoma evansi	strain STIB 805	TriTrypDB	5697.0	GCA_917563935.1_Assembly1	GCA_917563935.1		False	Trypanosoma evansi	Trypanosoma evansi (2021)	https://genome.ucsc.edu/h/GCA_917563935.1
Trypanosoma grayi ANR4	GenBank	GCA_000691245.1	yes	2871	0	0	Trypanosoma grayi	ANR4	TriTrypDB	71804.0	GCF_000691245.1_Tgr_V1	GCA_000691245.1	GCF_000691245.1	True	Trypanosoma grayi	Trypanosoma grayi (ANR4 2014 kinetoplastids)	https://genome.ucsc.edu/h/GCF_000691245.1
Trachipleistophora hominis Unknown strain	GenBank	GCA_000316135.1	yes	0	310	0	Trachipleistophora hominis	Unknown strain	MicrosporidiaDB	72359.0	GCA_000316135.1_ASM31613v1	GCA_000316135.1		False	Trachipleistophora hominis	microsporidians T.hominis (2013)	https://genome.ucsc.edu/h/GCA_000316135.1
Triatoma infestans isolate FIOC_28	INSDC	GCA_011037195.1	yes	0	14951	0	Triatoma infestans	isolate FIOC_28	VectorBase	30076.0	GCA_011037195.1_UVM_Tinf_1.0	GCA_011037195.1		False	Triatoma infestans	bugs T.infestans (FIOC_28 2020)	https://genome.ucsc.edu/h/GCA_011037195.1
Talaromyces marneffei TM4	INSDC	GCA_003971505.1	no	0	0	8	Talaromyces marneffei	TM4	FungiDB	37727.0	GCA_003971505.1_ASM397150v1	GCA_003971505.1		False	Talaromyces marneffei	ascomycetes T.marneffei (TM4 2018)	https://genome.ucsc.edu/h/GCA_003971505.1
Trichophyton mentagrophytes TIMM 2789	INSDC	GCA_003118255.1	yes	0	16543	0	Trichophyton mentagrophytes	TIMM 2789	FungiDB	523103.0	GCA_003118255.1_ABySS_70bp_45k_152cov_v1	GCA_003118255.1		False	Trichophyton mentagrophytes	ascomycetes T.mentagrophytes (TIMM 2789 2018)	https://genome.ucsc.edu/h/GCA_003118255.1
Tubulinosema ratisbonensis Franzen	INSDC	GCA_004000155.1	yes	0	952	0	Tubulinosema ratisbonensis	Franzen	MicrosporidiaDB	291195.0	GCA_004000155.1_ASM400015v1	GCA_004000155.1		False	Tubulinosema ratisbonensis	microsporidians T.ratisbonensis (Franzen 2019)	https://genome.ucsc.edu/h/GCA_004000155.1
Trichoderma reesei QM6a 2017	INSDC	GCA_002006585.1	no	0	0	7	Trichoderma reesei	QM6a 2017	FungiDB	431241.0	GCA_002006585.1_ASM200658v1	GCA_002006585.1		False	Trichoderma reesei QM6a	ascomycetes T.reesei (QM6a 2017)	https://genome.ucsc.edu/h/GCA_002006585.1
Trypanosoma theileri isolate Edinburgh	GenBank	GCA_002087225.1	yes	253	0	0	Trypanosoma theileri	isolate Edinburgh	TriTrypDB	67003.0	GCF_002087225.1_Tth_v3	GCA_002087225.1	GCF_002087225.1	True	Trypanosoma theileri	Trypanosoma theileri (Edinburgh 2017 kinetoplastids)	https://genome.ucsc.edu/h/GCF_002087225.1
Trichomonas vaginalis G3 2022	INSDC	GCA_026262505.1	yes	0	212	6	Trichomonas vaginalis	G3 2022	TrichDB	412133.0	GCF_026262505.1_NYU_TvagG3_2	GCA_026262505.1	GCF_026262505.1	True	Trichomonas vaginalis G3	Trichomonas vaginalis (G3 2022)	https://genome.ucsc.edu/h/GCF_026262505.1
Verruconis gallopava strain CBS 43764	INSDC	GCA_000836295.1	yes	0	367	0	Verruconis gallopava	strain CBS 43764	FungiDB	253628.0	GCF_000836295.1_O_gall_CBS43764	GCA_000836295.1	GCF_000836295.1	True	Verruconis gallopava	ascomycetes V.gallopava	https://genome.ucsc.edu/h/GCF_000836295.1
Xylaria arbuscula CBS 124340	INSDC	GCA_022385695.1	yes	0	89	0	Xylaria arbuscula	CBS 124340	FungiDB	114810.0	GCA_022385695.1_Xylarb124340_1	GCA_022385695.1		False	Xylaria arbuscula	ascomycetes X.arbuscula (CBS 124340 2022)	https://genome.ucsc.edu/h/GCA_022385695.1
Yarrowia lipolytica CLIB89 (W29)	GenBank	GCA_001761485.1	no	0	0	6	Yarrowia lipolytica	CLIB89 (W29)	FungiDB	4952.0	GCA_001761485.1_ASM176148v1	GCA_001761485.1		False	Yarrowia lipolytica	budding yeast Y.lipolytica (CLIB89W29 2016)	https://genome.ucsc.edu/h/GCA_001761485.1
